2023-09-22 19:43:32.271 +07:00 [INF] Равносторонний (0; 0), (10; 0), (5; 7,071067)
2023-09-23 09:23:14.726 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.727 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.728 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.729 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.729 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.730 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.730 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.731 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.732 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.732 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.733 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.735 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.735 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.737 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.738 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.739 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.740 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.741 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.742 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.743 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.744 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.744 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.745 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.746 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.746 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.747 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.748 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.748 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.749 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.750 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.750 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.751 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.752 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.754 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.755 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.756 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.757 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.757 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.758 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.759 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.759 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.760 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.760 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.761 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.762 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.763 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.763 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.764 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.765 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.766 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.766 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.767 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.767 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.770 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.771 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.771 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.772 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.773 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.773 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.774 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.775 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.776 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.776 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.777 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.778 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.778 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.779 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.779 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.780 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.781 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.781 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.782 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.783 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.784 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.786 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.787 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.788 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.789 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.789 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.790 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.791 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.791 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.792 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.793 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.793 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.795 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.796 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.796 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.797 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.798 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.798 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.801 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.801 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.802 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.803 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.804 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.804 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.805 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.806 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.806 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.807 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.808 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.808 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.809 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.810 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.811 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.812 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.812 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.813 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.813 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.816 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.817 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.818 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.819 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.819 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.820 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.821 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.822 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.823 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.823 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.824 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.825 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.826 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.826 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.827 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.828 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.828 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.829 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.832 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.833 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.834 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.834 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.835 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.836 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.836 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.837 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.838 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.839 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.839 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.840 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.841 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.841 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.842 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.842 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.843 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.844 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.844 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.845 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.846 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.848 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.849 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.850 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.851 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.851 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.852 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.853 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.853 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.854 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.855 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.856 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.856 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.857 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.858 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.858 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.859 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.860 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.861 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.861 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.864 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.865 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.866 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.867 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.868 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.868 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.869 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.870 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.871 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.872 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.873 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.874 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.875 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.876 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.877 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.877 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.881 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.883 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.884 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.885 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.886 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.886 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.888 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.888 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.889 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.890 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.891 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.892 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.892 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.893 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.895 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.896 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.898 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.898 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.899 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.900 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.901 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.901 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.902 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.903 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.904 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.905 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.905 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.906 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.907 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.908 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.909 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.913 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.915 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.918 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.919 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.920 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.921 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.922 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.923 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.924 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.924 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.925 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.927 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.928 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.929 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.930 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.930 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.931 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.932 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.932 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.933 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.933 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.934 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.935 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.936 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.937 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.937 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.938 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.939 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.939 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.941 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.943 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.944 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.944 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.946 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.947 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.947 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.948 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.948 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.950 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.950 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.951 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.952 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.952 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.953 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.954 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.954 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.955 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.958 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.959 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.959 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.960 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.961 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.961 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.962 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.963 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.964 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.964 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
2023-09-23 09:23:14.965 +07:00 [INF] Разносторонний (0; 0), (20; 0), (13,75; не число)
